U	3140265	3140275	3R	141506	141516	+
U	3140276	3140282	3R	141521	141527	+
U	3140284	3140294	3R	141528	141538	+
U	3140296	3140306	3R	141539	141549	+
U	3140308	3140318	3R	141550	141560	+
U	3140320	3140330	3R	141561	141571	+
U	3140332	3140388	3R	141572	141628	+
U	3140390	3140411	3R	141629	141650	+
U	3140413	3140434	3R	141651	141672	+
U	3140436	3140457	3R	141673	141694	+
U	3140459	3140502	3R	141695	141738	+
U	3140504	3140525	3R	141739	141760	+
U	3140527	3140537	3R	141761	141771	+
U	3140539	3140582	3R	141772	141815	+
U	3140584	3140605	3R	141816	141837	+
U	3140607	3140617	3R	141838	141848	+
U	3140619	3140653	3R	141849	141883	+
U	3140655	3140665	3R	141884	141894	+
U	3140667	3140677	3R	141895	141905	+
U	3140679	3140701	3R	141906	141928	+
U	3140703	3140712	3R	141929	141938	+
U	3140714	3140725	3R	141939	141950	+
U	3140727	3140804	3R	141951	142028	+
U	3140806	3140840	3R	142029	142063	+
U	3140842	3140887	3R	142064	142109	+
U	3140889	3140907	3R	142110	142128	+
U	3140908	3141034	3R	142131	142257	+
U	3141037	3141039	3R	142258	142260	+
U	3141040	3141085	3R	142262	142307	+
U	3141087	3141097	3R	142308	142318	+
U	3141099	3141133	3R	142319	142353	+
U	3141135	3141157	3R	142354	142376	+
U	3141159	3141169	3R	142377	142387	+
U	3141170	3141180	3R	142389	142399	+
U	3141181	3141191	3R	142401	142411	+
U	3141192	3141210	3R	142413	142431	+
U	3141211	3141225	3R	142433	142447	+
U	3141227	3141252	3R	142448	142473	+
U	3141254	3142807	3R	142474	144027	+
U	3142808	3142827	3R	144029	144048	+
U	3142830	3142832	3R	144049	144051	+
U	3142833	3142838	3R	144054	144059	+
U	3142840	3142875	3R	144060	144095	+
U	3142877	3142883	3R	144096	144102	+
U	3142886	3142926	3R	144103	144143	+
U	3142928	3142935	3R	144144	144151	+
U	3142937	3142947	3R	144152	144162	+
U	3142949	3143028	3R	144163	144242	+
U	3143029	3143104	3R	144244	144319	+
U	3143105	3143119	3R	144321	144335	+
U	3143121	3143211	3R	144336	144426	+
U	3143212	3143222	3R	144428	144438	+
U	3143223	3143360	3R	144440	144577	+
U	3143361	3143371	3R	144579	144589	+
U	3143372	3143393	3R	144591	144612	+
U	3143394	3143469	3R	144614	144689	+
U	3143472	3143532	3R	144690	144750	+
U	3143533	3143534	3R	144752	144753	+
U	3143536	3143543	3R	144754	144761	+
U	3143544	3143647	3R	144763	144866	+
U	3143648	3143658	3R	144868	144878	+
U	3143660	3143679	3R	144879	144898	+
U	3143680	3143752	3R	144910	144982	+
U	3143753	3143811	3R	144984	145042	+
U	3143812	3143822	3R	145044	145054	+
U	3143823	3143837	3R	145056	145070	+
U	3143838	3143844	3R	145072	145078	+
U	3143845	3143855	3R	145080	145090	+
U	3143856	3143937	3R	145092	145173	+
U	3143938	3143961	3R	145175	145198	+
U	3143962	3143982	3R	145200	145220	+
U	3143983	3144051	3R	145222	145290	+
U	3144052	3144062	3R	145292	145302	+
U	3144063	3144085	3R	145304	145326	+
U	3144086	3144109	3R	145328	145351	+
U	3144111	3144124	3R	145352	145365	+
U	3144126	3144188	3R	145366	145428	+
U	3144189	3156005	3R	145430	157246	+
U	3156006	3156140	3R	157248	157382	+
U	3156142	3156168	3R	157383	157409	+
U	3156170	3156186	3R	157410	157426	+
U	3156188	3156198	3R	157427	157437	+
U	3156199	3156290	3R	157439	157530	+
U	3156292	3156301	3R	157531	157540	+
U	3156302	3156312	3R	157542	157552	+
U	3156314	3156375	3R	157553	157614	+
U	3156376	3156380	3R	157616	157620	+
U	3156381	3156402	3R	157622	157643	+
U	3156404	3156419	3R	157644	157659	+
U	3156420	3156426	3R	157671	157677	+
U	3156427	3156456	3R	157679	157708	+
U	3156459	3156476	3R	157709	157726	+
U	3156477	3156495	3R	157728	157746	+
U	3156497	3156513	3R	157747	157763	+
U	3156515	3156519	3R	157764	157768	+
U	3156521	3156531	3R	157769	157779	+
U	3156533	3156567	3R	157780	157814	+
U	3156569	3156579	3R	157815	157825	+
U	3156581	3156599	3R	157826	157844	+
U	3156600	3156627	3R	157847	157874	+
U	3156629	3156637	3R	157875	157883	+
U	3156638	3156660	3R	157885	157907	+
U	3156661	3156683	3R	157909	157931	+
U	3156684	3156707	3R	157933	157956	+
U	3156708	3156756	3R	157958	158006	+
U	3156762	3156762	3R	158007	158007	+
U	3156769	3156809	3R	158008	158048	+
U	3156811	3156833	3R	158049	158071	+
U	3156835	3156860	3R	158072	158097	+
U	3156862	3156890	3R	158098	158126	+
U	3156893	3156895	3R	158127	158129	+
U	3156897	3156907	3R	158130	158140	+
U	3156909	3156943	3R	158141	158175	+
U	3156945	3157014	3R	158176	158245	+
U	3157015	3157037	3R	158247	158269	+
U	3157038	3157048	3R	158271	158281	+
U	3157049	3157071	3R	158283	158305	+
U	3157072	3157105	3R	158307	158340	+
U	3157106	3157117	3R	158342	158353	+
U	3157118	3157129	3R	158355	158366	+
U	3157130	3157138	3R	158368	158376	+
U	3157139	3157149	3R	158378	158388	+
U	3157150	3157197	3R	158390	158437	+
U	3157198	3157206	3R	158443	158451	+
U	3157208	3157263	3R	158452	158507	+
U	3157265	3157280	3R	158508	158523	+
U	3157282	3157309	3R	158524	158551	+
U	3157310	3157343	3R	158553	158586	+
U	3157344	3157388	3R	158588	158632	+
U	3157389	3157391	3R	158634	158636	+
U	3157393	3157432	3R	158637	158676	+
U	3157433	3157443	3R	158678	158688	+
U	3157444	3157472	3R	158690	158718	+
U	3157473	3157487	3R	158721	158735	+
U	3157488	3157509	3R	158737	158758	+
U	3157510	3157520	3R	158760	158770	+
U	3157521	3157531	3R	158772	158782	+
U	3157532	3157542	3R	158784	158794	+
U	3157543	3157565	3R	158796	158818	+
U	3157566	3157588	3R	158820	158842	+
U	3157589	3157599	3R	158844	158854	+
U	3157600	3157610	3R	158856	158866	+
U	3157611	3157621	3R	158868	158878	+
U	3157622	3157633	3R	158880	158891	+
U	3157635	3157701	3R	158892	158958	+
U	3157702	3157712	3R	158960	158970	+
U	3157713	3157723	3R	158983	158993	+
U	3157724	3157745	3R	158995	159016	+
U	3157746	3157756	3R	159018	159028	+
U	3157757	3157882	3R	159030	159155	+
U	3157883	3157904	3R	159157	159178	+
U	3157905	3157911	3R	159180	159186	+
U	3157912	3157926	3R	159189	159203	+
U	3157927	3157939	3R	159205	159217	+
U	3157941	3157961	3R	159218	159238	+
U	3157962	3157972	3R	159240	159250	+
U	3157973	3157983	3R	159252	159262	+
U	3157984	3157994	3R	159264	159274	+
U	3157995	3158005	3R	159276	159286	+
U	3158006	3158073	3R	159288	159355	+
U	3158074	3158152	3R	159357	159435	+
U	3158153	3158164	3R	159437	159448	+
U	3158166	3158187	3R	159449	159470	+
U	3158188	3158198	3R	159472	159482	+
U	3158199	3158221	3R	159484	159506	+
U	3158223	3158246	3R	159507	159530	+
U	3158248	3158262	3R	159531	159545	+
U	3158263	3158264	3R	159556	159557	+
U	3158265	3158304	3R	159559	159598	+
U	3158306	3158316	3R	159599	159609	+
U	3158317	3158349	3R	159611	159643	+
U	3158350	3158375	3R	159645	159670	+
U	3158377	3158425	3R	159671	159719	+
U	3158426	3158465	3R	159721	159760	+
U	3158466	3158500	3R	159762	159796	+
U	3158501	3158525	3R	159798	159822	+
U	3158526	3158544	3R	159824	159842	+
U	3158545	3158560	3R	159844	159859	+
U	3158561	3158599	3R	159861	159899	+
U	3158600	3158624	3R	159901	159925	+
U	3158625	3158628	3R	159927	159930	+
U	3158629	3158643	3R	159933	159947	+
U	3158644	3158665	3R	159949	159970	+
U	3158666	3158676	3R	159972	159982	+
U	3158677	3158687	3R	159984	159994	+
U	3158688	3158698	3R	159996	160006	+
U	3158699	3158709	3R	160008	160018	+
U	3158710	3158720	3R	160020	160030	+
U	3158721	3158731	3R	160032	160042	+
U	3158732	3158742	3R	160044	160054	+
U	3158743	3158753	3R	160056	160066	+
U	3158754	3158798	3R	160068	160112	+
U	3158800	3158810	3R	160113	160123	+
U	3158811	3158841	3R	160125	160155	+
U	3158842	3158844	3R	160158	160160	+
U	3158846	3158867	3R	160161	160182	+
U	3158869	3158906	3R	160183	160220	+
U	3158911	3158939	3R	160221	160249	+
U	3158940	3158950	3R	160251	160261	+
U	3158951	3158961	3R	160263	160273	+
U	3158962	3158972	3R	160275	160285	+
U	3158973	3158984	3R	160287	160298	+
U	3158985	3158994	3R	160300	160309	+
U	3158996	3159040	3R	160310	160354	+
U	3159041	3159066	3R	160356	160381	+
U	3159067	3159084	3R	160383	160400	+
U	3159085	3159128	3R	160402	160445	+
U	3159129	3159150	3R	160447	160468	+
U	3159151	3159161	3R	160470	160480	+
U	3159162	3159182	3R	160482	160502	+
U	3159195	3159240	3R	160503	160548	+
U	3159241	3159251	3R	160550	160560	+
U	3159252	3159268	3R	160562	160578	+
U	3159269	3159276	3R	160580	160587	+
U	3159277	3159285	3R	160589	160597	+
U	3159286	3159295	3R	160599	160608	+
U	3159296	3159306	3R	160610	160620	+
U	3159307	3159317	3R	160622	160632	+
U	3159318	3159328	3R	160634	160644	+
U	3159329	3159339	3R	160646	160656	+
U	3159340	3159361	3R	160658	160679	+
U	3159362	3159372	3R	160681	160691	+
U	3159373	3159386	3R	160693	160706	+
U	3159387	3159406	3R	160708	160727	+
U	3159407	3159429	3R	160729	160751	+
U	3159430	3159450	3R	160753	160773	+
U	3159452	3159456	3R	160774	160778	+
U	3159457	3159462	3R	160785	160790	+
U	3159464	3159487	3R	160791	160814	+
U	3159489	3159508	3R	160815	160834	+
U	3159510	3159520	3R	160835	160845	+
U	3159521	3159545	3R	160847	160871	+
U	3159546	3159553	3R	160873	160880	+
U	3159554	3159589	3R	160882	160917	+
U	3159590	3159619	3R	160919	160948	+
U	3159620	3159625	3R	160950	160955	+
U	3159627	3159663	3R	160956	160992	+
U	3159664	3159675	3R	160994	161005	+
U	3159676	3159703	3R	161007	161034	+
U	3159704	3159718	3R	161037	161051	+
U	3159719	3159740	3R	161053	161074	+
U	3159741	3159763	3R	161076	161098	+
U	3159764	3159797	3R	161100	161133	+
U	3159798	3159837	3R	161135	161174	+
U	3159838	3159844	3R	161176	161182	+
U	3159846	3159865	3R	161183	161202	+
U	3159867	3159877	3R	161203	161213	+
U	3159878	3159899	3R	161215	161236	+
U	3159900	3159906	3R	161238	161244	+
U	3159907	3159932	3R	161247	161272	+
U	3159933	3159943	3R	161286	161296	+
U	3159944	3159954	3R	161298	161308	+
U	3159955	3159965	3R	161310	161320	+
U	3159966	3160000	3R	161322	161356	+
U	3160001	3160012	3R	161358	161369	+
U	3160013	3160044	3R	161371	161402	+
U	3160045	3160066	3R	161404	161425	+
U	3160067	3160088	3R	161427	161448	+
U	3160089	3160095	3R	161450	161456	+
U	3160096	3160110	3R	161459	161473	+
U	3160111	3160135	3R	161475	161499	+
U	3160136	3160143	3R	161501	161508	+
U	3160144	3160154	3R	161510	161520	+
U	3160155	3160165	3R	161522	161532	+
U	3160166	3160179	3R	161534	161547	+
U	3160180	3160187	3R	161549	161556	+
U	3160188	3160198	3R	161558	161568	+
U	3160199	3160209	3R	161570	161580	+
U	3160210	3160221	3R	161582	161593	+
U	3160222	3160253	3R	161595	161626	+
U	3160254	3160257	3R	161628	161631	+
U	3160259	3160290	3R	161632	161663	+
U	3160291	3160308	3R	161665	161682	+
U	3160309	3160341	3R	161684	161716	+
U	3160342	3160352	3R	161718	161728	+
U	3160353	3160363	3R	161730	161740	+
U	3160364	3160374	3R	161742	161752	+
U	3160375	3160385	3R	161754	161764	+
U	3160386	3160425	3R	161766	161805	+
U	3160426	3160432	3R	161807	161813	+
U	3160434	3160453	3R	161814	161833	+
U	3160454	3160464	3R	161835	161845	+
U	3160465	3160471	3R	161847	161853	+
U	3160472	3160472	3R	161861	161861	+
U	3160473	3160494	3R	161866	161887	+
U	3160495	3160544	3R	161890	161939	+
U	3160545	3160555	3R	161941	161951	+
U	3160556	3160566	3R	161953	161963	+
U	3160567	3160600	3R	161965	161998	+
U	3160602	3160638	3R	161999	162035	+
U	3160639	3160642	3R	162041	162044	+
U	3160643	3160660	3R	162051	162068	+
U	3160661	3160699	3R	162070	162108	+
U	3160700	3160716	3R	162121	162137	+
U	3160717	3160735	3R	162139	162157	+
U	3160736	3160757	3R	162159	162180	+
U	3160758	3160790	3R	162182	162214	+
U	3160791	3160824	3R	162216	162249	+
U	3160825	3160836	3R	162251	162262	+
U	3160837	3160867	3R	162264	162294	+
U	3160868	3160935	3R	162296	162363	+
U	3160936	3160957	3R	162365	162386	+
U	3160959	3160980	3R	162387	162408	+
U	3160982	3161003	3R	162409	162430	+
U	3161005	3161015	3R	162431	162441	+
U	3161016	3161027	3R	162443	162454	+
U	3161028	3161048	3R	162456	162476	+
U	3161049	3161055	3R	162478	162484	+
U	3161056	3161081	3R	162487	162512	+
U	3161082	3161092	3R	162514	162524	+
U	3161093	3161114	3R	162526	162547	+
U	3161116	3161160	3R	162548	162592	+
U	3161161	3161183	3R	162594	162616	+
U	3161184	3161265	3R	162618	162699	+
U	3161266	3161299	3R	162701	162734	+
U	3393948	3399851	3R	2409642	2415545	+
U	3399852	3400010	3R	2415563	2415721	+
U	3400012	3400047	3R	2415722	2415757	+
U	3400049	3411158	3R	2415758	2426867	+
U	3728738	3728868	3R	172515	172645	+
U	3728869	3734399	3R	172647	178177	+
U	3821763	3821798	3R	207	242	-
U	3821752	3821762	3R	244	254	-
U	3821741	3821751	3R	256	266	-
U	3821732	3821740	3R	268	276	-
U	3821725	3821731	3R	278	284	-
U	3821697	3821723	3R	285	311	-
U	3821609	3821696	3R	313	400	-
U	3821597	3821607	3R	401	411	-
U	3821543	3821595	3R	412	464	-
U	3821441	3821531	3R	465	555	-
U	3821429	3821439	3R	556	566	-
U	3821393	3821427	3R	567	601	-
U	3821387	3821391	3R	602	606	-
U	3821327	3821386	3R	608	667	-
U	3821261	3821326	3R	669	734	-
U	3821106	3821260	3R	736	890	-
U	3821071	3821105	3R	892	926	-
U	3821065	3821070	3R	928	933	-
U	3820754	3821059	3R	934	1239	-
U	3820750	3820753	3R	1241	1244	-
U	3820693	3820748	3R	1245	1300	-
U	3820446	3820691	3R	1301	1546	-
U	3820435	3820445	3R	1560	1570	-
U	3820045	3820434	3R	1572	1961	-
U	3819960	3820044	3R	1963	2047	-
U	3819959	3819959	3R	2059	2059	-
U	3817936	3819958	3R	2083	4105	-
U	3867859	3867869	3R	295426	295436	-
U	3867815	3867857	3R	295437	295479	-
U	3867803	3867814	3R	295481	295492	-
U	3867792	3867802	3R	295494	295504	-
U	3867781	3867791	3R	295506	295516	-
U	3867770	3867780	3R	295518	295528	-
U	3867759	3867769	3R	295530	295540	-
U	3867748	3867758	3R	295542	295552	-
U	3867737	3867747	3R	295554	295564	-
U	3867705	3867736	3R	295566	295597	-
U	3867694	3867704	3R	295599	295609	-
U	3867682	3867693	3R	295611	295622	-
U	3867671	3867681	3R	295624	295634	-
U	3867658	3867670	3R	295636	295648	-
U	3867638	3867657	3R	295650	295669	-
U	3867614	3867637	3R	295671	295694	-
U	3867572	3867613	3R	295707	295748	-
U	3867561	3867571	3R	295750	295760	-
U	3867550	3867560	3R	295762	295772	-
U	3867539	3867549	3R	295774	295784	-
U	3867528	3867538	3R	295786	295796	-
U	3867485	3867527	3R	295798	295840	-
U	3867473	3867484	3R	295842	295853	-
U	3867462	3867472	3R	295855	295865	-
U	3867451	3867461	3R	295867	295877	-
U	3867440	3867450	3R	295879	295889	-
U	3867429	3867439	3R	295891	295901	-
U	3867407	3867428	3R	295903	295924	-
U	3867384	3867406	3R	295926	295948	-
U	3867367	3867383	3R	295950	295966	-
U	3867363	3867366	3R	295968	295971	-
U	3867351	3867362	3R	295973	295984	-
U	3867311	3867350	3R	295986	296025	-
U	3867269	3867309	3R	296026	296066	-
U	3867258	3867268	3R	296068	296078	-
U	3867213	3867257	3R	296080	296124	-
U	3867179	3867211	3R	296125	296157	-
U	3867133	3867177	3R	296158	296202	-
U	3867100	3867132	3R	296204	296236	-
U	3867092	3867098	3R	296237	296243	-
U	3867090	3867091	3R	296247	296248	-
U	3867008	3867089	3R	296257	296338	-
U	3866975	3867007	3R	296352	296384	-
U	3866964	3866974	3R	296398	296408	-
U	3866941	3866963	3R	296410	296432	-
U	3866481	3866940	3R	296434	296893	-
U	3866465	3866479	3R	296894	296908	-
U	3866363	3866463	3R	296909	297009	-
U	3866351	3866361	3R	297010	297020	-
U	3866339	3866349	3R	297021	297031	-
U	3866330	3866337	3R	297032	297039	-
U	3866281	3866329	3R	297051	297099	-
U	3866248	3866280	3R	297101	297133	-
U	3866214	3866246	3R	297134	297166	-
U	3866202	3866212	3R	297167	297177	-
U	3866190	3866200	3R	297178	297188	-
U	3866178	3866188	3R	297189	297199	-
U	3866153	3866176	3R	297200	297223	-
U	3866132	3866151	3R	297224	297243	-
U	3866114	3866130	3R	297244	297260	-
U	3866098	3866113	3R	297262	297277	-
U	3866086	3866096	3R	297278	297288	-
U	3866050	3866085	3R	297290	297325	-
U	3866042	3866049	3R	297327	297334	-
U	3866040	3866041	3R	297338	297339	-
U	3866029	3866039	3R	297347	297357	-
U	3865969	3866027	3R	297358	297416	-
U	3865957	3865967	3R	297417	297427	-
U	3865947	3865955	3R	297428	297436	-
U	3865933	3865945	3R	297437	297449	-
U	3865888	3865931	3R	297450	297493	-
U	3865819	3865886	3R	297494	297561	-
U	3865808	3865818	3R	297563	297573	-
U	3865782	3865807	3R	297575	297600	-
U	3865751	3865781	3R	297613	297643	-
U	3865739	3865749	3R	297644	297654	-
U	3865723	3865737	3R	297655	297669	-
U	3865722	3865722	3R	297680	297680	-
U	3865715	3865721	3R	297682	297688	-
U	3865585	3865713	3R	297689	297817	-
U	3865574	3865584	3R	297819	297829	-
U	3865563	3865572	3R	297830	297839	-
U	3865550	3865561	3R	297840	297851	-
U	3865526	3865548	3R	297852	297874	-
U	3865488	3865524	3R	297875	297911	-
U	3865486	3865487	3R	297913	297914	-
U	3865457	3865484	3R	297915	297942	-
U	3865446	3865455	3R	297943	297952	-
U	3865401	3865445	3R	297954	297998	-
U	3865398	3865400	3R	298000	298002	-
U	3865390	3865396	3R	298003	298009	-
U	3865379	3865389	3R	298011	298021	-
U	3865368	3865378	3R	298023	298033	-
U	3865336	3865367	3R	298035	298066	-
U	3865244	3865335	3R	298068	298159	-
U	3865220	3865242	3R	298160	298182	-
U	3865198	3865219	3R	298195	298216	-
U	3865143	3865196	3R	298217	298270	-
U	3865130	3865141	3R	298271	298282	-
U	3865118	3865128	3R	298283	298293	-
U	3865106	3865116	3R	298294	298304	-
U	3865094	3865104	3R	298305	298315	-
U	3865082	3865092	3R	298316	298326	-
U	3865070	3865080	3R	298327	298337	-
U	3865025	3865068	3R	298338	298381	-
U	3865003	3865023	3R	298382	298402	-
U	3864954	3865001	3R	298403	298450	-
U	3864897	3864952	3R	298451	298506	-
U	3864860	3864896	3R	298508	298544	-
U	3864801	3864842	3R	298545	298586	-
U	3864789	3864799	3R	298587	298597	-
U	3864756	3864788	3R	298599	298631	-
U	3864724	3864755	3R	298633	298664	-
U	3864668	3864723	3R	298666	298721	-
U	3864635	3864667	3R	298723	298755	-
U	3864632	3864634	3R	298757	298759	-
U	3864624	3864630	3R	298760	298766	-
U	3864613	3864623	3R	298768	298778	-
U	3864602	3864612	3R	298780	298790	-
U	3864591	3864601	3R	298792	298802	-
U	3864582	3864590	3R	298804	298812	-
U	3864545	3864580	3R	298813	298848	-
U	3864532	3864543	3R	298849	298860	-
U	3864520	3864530	3R	298861	298871	-
U	3864508	3864518	3R	298872	298882	-
U	3864496	3864506	3R	298883	298893	-
U	3864484	3864494	3R	298894	298904	-
U	3864472	3864482	3R	298905	298915	-
U	3864460	3864470	3R	298916	298926	-
U	3864415	3864458	3R	298927	298970	-
U	3864404	3864413	3R	298971	298980	-
U	3864380	3864403	3R	298982	299005	-
U	3864369	3864379	3R	299007	299017	-
U	3864346	3864368	3R	299019	299041	-
U	3864335	3864345	3R	299043	299053	-
U	3864291	3864334	3R	299055	299098	-
U	3864243	3864290	3R	299100	299147	-
U	3864185	3864241	3R	299148	299204	-
U	3864161	3864171	3R	299205	299215	-
U	3864026	3864159	3R	299216	299349	-
U	3863985	3864025	3R	299351	299391	-
U	3863961	3863983	3R	299392	299414	-
U	3863947	3863960	3R	299416	299429	-
U	3863938	3863946	3R	299431	299439	-
U	3863916	3863937	3R	299441	299462	-
U	3863894	3863915	3R	299464	299485	-
U	3863806	3863893	3R	299487	299574	-
U	3863758	3863805	3R	299576	299623	-
U	3863747	3863757	3R	299625	299635	-
U	3863736	3863746	3R	299637	299647	-
U	3863725	3863735	3R	299649	299659	-
U	3863668	3863724	3R	299661	299717	-
U	3863656	3863667	3R	299729	299740	-
U	3863632	3863654	3R	299741	299763	-
U	3863597	3863630	3R	299764	299797	-
U	3863585	3863595	3R	299798	299808	-
U	3863550	3863583	3R	299809	299842	-
U	3863521	3863548	3R	299843	299870	-
U	3863519	3863519	3R	299871	299871	-
U	3863511	3863515	3R	299872	299876	-
U	3863481	3863503	3R	299877	299899	-
U	3863436	3863480	3R	299901	299945	-
U	3863315	3863435	3R	299947	300067	-
U	3863282	3863314	3R	300069	300101	-
U	3863271	3863281	3R	300103	300113	-
U	3863260	3863270	3R	300115	300125	-
U	3863237	3863259	3R	300127	300149	-
U	3863213	3863235	3R	300150	300172	-
U	3863189	3863211	3R	300173	300195	-
U	3863177	3863187	3R	300196	300206	-
U	3863165	3863175	3R	300207	300217	-
U	3863141	3863163	3R	300218	300240	-
U	3863102	3863139	3R	300241	300278	-
U	3863100	3863101	3R	300281	300282	-
U	3863084	3863099	3R	300292	300307	-
U	3863059	3863083	3R	300309	300333	-
U	3863047	3863058	3R	300335	300346	-
U	3863045	3863046	3R	300352	300353	-
U	3863043	3863044	3R	300363	300364	-
U	3863027	3863042	3R	300374	300389	-
U	3863016	3863026	3R	300391	300401	-
U	3863005	3863015	3R	300403	300413	-
U	3862994	3863004	3R	300415	300425	-
U	3862983	3862993	3R	300427	300437	-
U	3862912	3862981	3R	300438	300507	-
U	3862903	3862911	3R	300509	300517	-
U	3862892	3862902	3R	300519	300529	-
U	3862855	3862890	3R	300530	300565	-
U	3862852	3862854	3R	300572	300574	-
U	3862780	3862851	3R	300581	300652	-
U	3862779	3862779	3R	300655	300655	-
U	3862742	3862778	3R	300677	300713	-
U	3862719	3862741	3R	300715	300737	-
U	3862640	3862718	3R	300739	300817	-
U	3862618	3862639	3R	300819	300840	-
U	3862606	3862616	3R	300841	300851	-
U	3862594	3862604	3R	300852	300862	-
U	3862428	3862593	3R	300874	301039	-
U	3862405	3862427	3R	301041	301063	-
U	3862375	3862404	3R	301076	301105	-
U	3862340	3862374	3R	301107	301141	-
U	3862318	3862338	3R	301142	301162	-
U	3862307	3862317	3R	301164	301174	-
U	3862296	3862306	3R	301176	301186	-
U	3862274	3862295	3R	301188	301209	-
U	3862256	3862272	3R	301210	301226	-
U	3862250	3862254	3R	301227	301231	-
U	3862199	3862248	3R	301232	301281	-
U	3862193	3862197	3R	301282	301286	-
U	3862169	3862191	3R	301287	301309	-
U	3861973	3862167	3R	301310	301504	-
U	3861967	3861972	3R	301506	301511	-
U	3861939	3861955	3R	301512	301528	-
U	3861929	3861938	3R	301530	301539	-
U	3861904	3861928	3R	301541	301565	-
U	3861895	3861903	3R	301567	301575	-
U	3861872	3861894	3R	301577	301599	-
U	3861803	3861871	3R	301601	301669	-
U	3861794	3861802	3R	301671	301679	-
U	3861786	3861792	3R	301680	301686	-
U	3861736	3861785	3R	301698	301747	-
U	3861713	3861734	3R	301748	301769	-
U	3861678	3861712	3R	301771	301805	-
U	3861646	3861677	3R	301819	301850	-
U	3861638	3861645	3R	301856	301863	-
U	3861627	3861637	3R	301865	301875	-
U	3861604	3861626	3R	301877	301899	-
U	3861593	3861603	3R	301901	301911	-
U	3861557	3861592	3R	301913	301948	-
U	3861316	3861556	3R	301950	302190	-
U	3860953	3861304	3R	302191	302542	-
U	3860853	3860951	3R	302543	302641	-
U	3860844	3860852	3R	302643	302651	-
U	3881833	3882652	3R	3972963	3973782	-
U	3878397	3881831	3R	3973783	3977217	-
U	3872550	3873276	3R	3982003	3982729	-
U	3868532	3871997	3R	3983183	3986648	-
U	3867971	3868477	3R	3986649	3987155	-
U	3883137	3896317	3R	689317	702497	+
U	3896318	3897089	3R	702499	703270	+
U	3897090	3898063	3R	703272	704245	+
U	3898064	3898092	3R	704247	704275	+
U	3913045	3913052	3R	327525	327532	-
U	3913032	3913042	3R	327533	327543	-
U	3913010	3913031	3R	327545	327566	-
U	3912894	3913009	3R	327568	327683	-
U	3912701	3912892	3R	327684	327875	-
U	3912665	3912699	3R	327876	327910	-
U	3912662	3912664	3R	327917	327919	-
U	3912641	3912661	3R	327923	327943	-
U	3912611	3912640	3R	327945	327974	-
U	3912606	3912610	3R	327986	327990	-
U	3912596	3912605	3R	327992	328001	-
U	3912513	3912595	3R	328004	328086	-
U	3912503	3912512	3R	328088	328097	-
U	3912481	3912502	3R	328099	328120	-
U	3912470	3912479	3R	328121	328130	-
U	3912469	3912469	3R	328135	328135	-
U	3912467	3912468	3R	328137	328138	-
U	3912444	3912466	3R	328144	328166	-
U	3912433	3912443	3R	328168	328178	-
U	3912410	3912431	3R	328179	328200	-
U	3912361	3912408	3R	328201	328248	-
U	3912360	3912360	3R	328254	328254	-
U	3912253	3912359	3R	328259	328365	-
U	3912244	3912252	3R	328367	328375	-
U	3912218	3912242	3R	328376	328400	-
U	3912208	3912217	3R	328402	328411	-
U	3912150	3912207	3R	328414	328471	-
U	3912031	3912149	3R	328473	328591	-
U	3912008	3912030	3R	328593	328615	-
U	3911996	3912007	3R	328617	328628	-
U	3911985	3911995	3R	328630	328640	-
U	3911950	3911984	3R	328642	328676	-
U	3911928	3911949	3R	328678	328699	-
U	3911916	3911927	3R	328701	328712	-
U	3907337	3911914	3R	328713	333290	-
U	3902226	3902243	3R	337394	337411	-
U	3899382	3902225	3R	337413	340256	-
U	3898193	3899222	3R	340504	341533	-
U	3956408	3956413	3R	529340	529345	-
U	4196364	4197295	3R	1641699	1642630	-
U	4183771	4196363	3R	1642632	1655224	-
U	4859853	4865825	3R	228152	234124	+
U	4865827	4865968	3R	234125	234266	+
U	4865969	4865975	3R	234268	234274	+
U	4868134	4870184	3R	235722	237772	+
U	4870186	4873435	3R	237773	241022	+
U	4873436	4873505	3R	241024	241093	+
U	4876659	4879560	3R	243673	246574	+
U	4879561	4880110	3R	271901	272450	+
U	4865996	4866887	3R	247184	248075	+
U	4866889	4866910	3R	248076	248097	+
U	4866911	4866921	3R	248099	248109	+
U	4866922	4866968	3R	248111	248157	+
U	4866969	4866979	3R	248159	248169	+
U	4866980	4866990	3R	248171	248181	+
U	4866991	4867001	3R	248183	248193	+
U	4867002	4867024	3R	248195	248217	+
U	4867025	4867046	3R	248219	248240	+
U	4867047	4867057	3R	248242	248252	+
U	4867059	4867104	3R	248253	248298	+
U	4867105	4867138	3R	248300	248333	+
U	4867139	4867185	3R	248345	248391	+
U	4867187	4867220	3R	248392	248425	+
U	4867221	4867242	3R	248427	248448	+
U	4867243	4867276	3R	248450	248483	+
U	4867277	4867288	3R	248485	248496	+
U	4867289	4867358	3R	248508	248577	+
U	4867360	4867368	3R	248578	248586	+
U	5635827	5637882	3R	3220768	3222823	+
U	5637884	5641512	3R	3222824	3226452	+
U	5641516	5641982	3R	3226453	3226919	+
U	5672782	5672792	3R	360314	360324	+
U	5672793	5672803	3R	360326	360336	+
U	5672804	5678456	3R	360338	365990	+
U	5815877	5821142	3R	1111502	1116767	+
U	5923415	5928243	3R	668664	673492	+
U	5943069	5943086	3R	725062	725079	+
